name,type_of_food,district,rating,total_ratings,price_level,takeout,delivery,dine_in,wheelchair_accessible_entrance,free_street_parking,population_density
La Scarpetta,Italian,Charlottenburg-Wilmersdorf,4.7,102,PRICE_LEVEL_MODERATE,True,False,True,True,False,5.303
Piccola Taormina,Italian,Charlottenburg-Wilmersdorf,4.5,2519,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,5.303
Il Castello Italian Restaurant,Italian,Charlottenburg-Wilmersdorf,4.8,148,PRICE_LEVEL_MODERATE,True,False,True,False,False,5.303
Francucci - Ristorante Dal 1962,Italian,Charlottenburg-Wilmersdorf,4.3,1121,PRICE_LEVEL_EXPENSIVE,True,True,True,True,True,5.303
Restaurant Osteria Mare,Italian,Charlottenburg-Wilmersdorf,4.7,192,PRICE_LEVEL_MODERATE,True,True,True,True,True,5.303
Paulo Scutarro Italian Restaurant,Italian,Charlottenburg-Wilmersdorf,4.7,461,PRICE_LEVEL_MODERATE,True,False,True,False,False,5.303
De Santi,Italian,Charlottenburg-Wilmersdorf,4.7,181,PRICE_LEVEL_MODERATE,True,False,True,False,False,5.303
Rocco Charlottenburg Berlin,Italian,Charlottenburg-Wilmersdorf,4.3,2390,PRICE_LEVEL_MODERATE,False,True,True,True,True,5.303
CaliBocca Restaurant & Wine Bar,Italian,Charlottenburg-Wilmersdorf,4.7,536,PRICE_LEVEL_MODERATE,True,False,True,True,False,5.303
Casa Bellucci Restaurant - Berlin Charlottenburg,Italian,Charlottenburg-Wilmersdorf,4.4,216,NO_PRICE_DATA,True,False,True,True,False,5.303
Il Pozzetto,Italian,Charlottenburg-Wilmersdorf,4.4,634,PRICE_LEVEL_MODERATE,True,True,True,False,True,5.303
Restaurant Dante,Italian,Charlottenburg-Wilmersdorf,4.5,1546,PRICE_LEVEL_MODERATE,True,False,True,True,True,5.303
Trattoria La Pia,Italian,Charlottenburg-Wilmersdorf,4.7,384,PRICE_LEVEL_MODERATE,True,True,True,False,False,5.303
Trattoria Don Carlo,Italian,Charlottenburg-Wilmersdorf,4.5,640,PRICE_LEVEL_MODERATE,True,False,True,False,True,5.303
YVONNE Tuscany Restaurant & Pizzeria,Italian,Charlottenburg-Wilmersdorf,4.8,531,PRICE_LEVEL_MODERATE,True,True,True,True,True,5.303
La Cascina,Italian,Charlottenburg-Wilmersdorf,4.5,263,NO_PRICE_DATA,True,False,True,True,True,5.303
Trattoria Rathaus Piazza,Italian,Charlottenburg-Wilmersdorf,4.5,1087,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,5.303
Da Antonio Restaurant,Italian,Charlottenburg-Wilmersdorf,4.7,529,PRICE_LEVEL_MODERATE,True,False,True,False,False,5.303
Trattoria Nardino Cucina Italiana,Italian,Charlottenburg-Wilmersdorf,4.6,231,PRICE_LEVEL_MODERATE,True,False,True,False,False,5.303
The Pasta Room,Italian,Charlottenburg-Wilmersdorf,4.7,422,PRICE_LEVEL_MODERATE,True,False,True,True,False,5.303
Trattoria Toscana,Italian,Charlottenburg-Wilmersdorf,4.6,731,PRICE_LEVEL_MODERATE,True,True,True,True,False,5.303
Ristorante Botticelli,Italian,Charlottenburg-Wilmersdorf,4.9,243,NO_PRICE_DATA,True,False,True,True,True,5.303
Ristorante Il Cielo,Italian,Charlottenburg-Wilmersdorf,4.8,131,NO_PRICE_DATA,True,False,True,False,False,5.303
Trattoria La Cenetta,Italian,Charlottenburg-Wilmersdorf,4.7,468,PRICE_LEVEL_MODERATE,True,False,True,True,False,5.303
Trattoria Ischia Da Nello,Italian,Charlottenburg-Wilmersdorf,4.7,347,PRICE_LEVEL_MODERATE,True,True,True,True,True,5.303
Italienisches Restaurant Da Noi,Italian,Charlottenburg-Wilmersdorf,4.5,338,PRICE_LEVEL_MODERATE,True,False,True,False,False,5.303
Piazza Grande,Italian,Charlottenburg-Wilmersdorf,4.6,503,NO_PRICE_DATA,True,True,True,True,False,5.303
Trattoria Il Gusto,Italian,Charlottenburg-Wilmersdorf,4.4,798,PRICE_LEVEL_MODERATE,True,True,True,True,True,5.303
Ristorante L'angolo Berlin,Italian,Charlottenburg-Wilmersdorf,4.6,499,PRICE_LEVEL_MODERATE,True,False,True,True,False,5.303
Trattoria Milano,Italian,Charlottenburg-Wilmersdorf,4.7,448,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,True,5.303
Ristorante Roma,Italian,Charlottenburg-Wilmersdorf,4.4,601,PRICE_LEVEL_MODERATE,True,True,True,True,True,5.303
Trattoria Acquolina,Italian,Charlottenburg-Wilmersdorf,4.5,787,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,5.303
"Italienisches Restaurant ""Scenario Berlin""",Italian,Charlottenburg-Wilmersdorf,4.5,255,PRICE_LEVEL_MODERATE,True,False,True,True,True,5.303
Trattoria Casa Lucariello,Italian,Charlottenburg-Wilmersdorf,4.7,103,PRICE_LEVEL_MODERATE,True,True,True,False,False,5.303
Delle venezia,Italian,Charlottenburg-Wilmersdorf,4.6,17,NO_PRICE_DATA,True,True,True,False,False,5.303
Modo Mio,Italian,Charlottenburg-Wilmersdorf,4.9,10,NO_PRICE_DATA,True,True,True,False,False,5.303
La Bottega dei Sapori,Italian,Charlottenburg-Wilmersdorf,4.6,60,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,5.303
La Vucciria Cucina Siciliana Made in Palermo,Italian,Charlottenburg-Wilmersdorf,4.3,672,PRICE_LEVEL_MODERATE,True,False,True,True,True,5.303
Pizza e Pasta Berlin,Italian,Charlottenburg-Wilmersdorf,4.2,266,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,5.303
osteria italiana,Italian,Charlottenburg-Wilmersdorf,4.4,50,NO_PRICE_DATA,True,True,True,True,False,5.303
Il Giardino,Italian,Charlottenburg-Wilmersdorf,4.6,519,PRICE_LEVEL_MODERATE,True,False,True,False,True,5.303
Il Ducato,Italian,Charlottenburg-Wilmersdorf,4.6,729,PRICE_LEVEL_MODERATE,True,True,True,False,True,5.303
Trattoria Piccolo Tennisklub Blau-Gold,Italian,Charlottenburg-Wilmersdorf,4.8,31,NO_PRICE_DATA,True,True,True,False,False,5.303
Trattoria Splendido,Italian,Charlottenburg-Wilmersdorf,4.8,1118,PRICE_LEVEL_MODERATE,True,True,True,True,True,5.303
Osteria Mia,Italian,Charlottenburg-Wilmersdorf,4.9,15,NO_PRICE_DATA,True,True,True,False,True,5.303
Pane e Vino - Feinkost,Italian,Charlottenburg-Wilmersdorf,4.8,31,NO_PRICE_DATA,True,False,True,False,False,5.303
Trattoria - Pizzeria Salento,Italian,Charlottenburg-Wilmersdorf,4.5,1010,PRICE_LEVEL_MODERATE,True,False,True,True,True,5.303
Osteria Culaccino,Italian,Charlottenburg-Wilmersdorf,4.8,508,NO_PRICE_DATA,True,True,True,True,False,5.303
Nuovo Mario Berlin Charlottenburg am Kurfürstendamm,Italian,Charlottenburg-Wilmersdorf,4.7,768,PRICE_LEVEL_EXPENSIVE,True,False,True,False,False,5.303
Kiezzeria,Italian,Charlottenburg-Wilmersdorf,4.8,346,NO_PRICE_DATA,True,False,True,False,False,5.303
La Fortuna da Sergio,Italian,Charlottenburg-Wilmersdorf,4.8,198,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,5.303
Don Giovanni,Italian,Charlottenburg-Wilmersdorf,4.5,499,PRICE_LEVEL_MODERATE,True,True,True,False,False,5.303
Ristorante Rosati,Italian,Charlottenburg-Wilmersdorf,4.7,279,PRICE_LEVEL_MODERATE,True,False,True,True,False,5.303
Pascarella,Italian,Charlottenburg-Wilmersdorf,4.2,750,PRICE_LEVEL_MODERATE,True,False,True,True,False,5.303
Don Camillo,Italian,Charlottenburg-Wilmersdorf,4.5,396,NO_PRICE_DATA,True,False,True,True,False,5.303
PASTALINA,Italian,Charlottenburg-Wilmersdorf,4.9,39,NO_PRICE_DATA,True,False,True,False,False,5.303
Il Porto,Italian,Charlottenburg-Wilmersdorf,4.5,503,PRICE_LEVEL_MODERATE,True,False,True,True,True,5.303
Sardegna a tavola,Italian,Charlottenburg-Wilmersdorf,4.4,446,PRICE_LEVEL_MODERATE,True,False,True,True,True,5.303
Mondo Pazzo,Italian,Charlottenburg-Wilmersdorf,4.2,853,PRICE_LEVEL_EXPENSIVE,True,False,True,False,False,5.303
Cucina Comoda,Italian,Charlottenburg-Wilmersdorf,4.6,289,PRICE_LEVEL_MODERATE,True,False,True,True,False,5.303
Ristorante Piccolo Mondo,Italian,Charlottenburg-Wilmersdorf,4.5,1613,PRICE_LEVEL_EXPENSIVE,True,False,True,False,True,5.303
Cantina Siciliana,Italian,Charlottenburg-Wilmersdorf,4.6,313,NO_PRICE_DATA,True,True,True,False,False,5.303
La Famiglia,Italian,Charlottenburg-Wilmersdorf,4.9,225,NO_PRICE_DATA,True,False,True,False,True,5.303
Cappuccino,Italian,Spandau,4.4,1125,PRICE_LEVEL_MODERATE,True,False,True,True,True,2.798
Ristorante Pizzeria Pescara,Italian,Spandau,4.7,821,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,True,2.798
Ciao Bella Spandau Arcaden,Italian,Spandau,4.3,150,PRICE_LEVEL_MODERATE,True,True,True,True,False,2.798
Villa Arcinos,Italian,Spandau,4.5,735,PRICE_LEVEL_MODERATE,True,False,True,True,True,2.798
"Pizzeria Roma Spandau - Pizza, Pasta, Salat und Florida Eis",Italian,Spandau,4.8,861,NO_PRICE_DATA,True,True,True,True,False,2.798
Trattoria Da Francesco,Italian,Spandau,4.3,747,PRICE_LEVEL_MODERATE,True,True,True,False,True,2.798
Ristorante Romana,Italian,Spandau,4.1,1563,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,True,2.798
Trattoria Sale & Pepe,Italian,Spandau,4.5,637,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,2.798
Il Passetto,Italian,Spandau,4.7,1128,PRICE_LEVEL_MODERATE,True,False,True,False,True,2.798
Il Castello,Italian,Spandau,4.5,671,PRICE_LEVEL_MODERATE,True,True,True,False,True,2.798
Trattoria Europa,Italian,Spandau,4.7,1073,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,2.798
"Trattoria "" L´Opera Siciliana """,Italian,Spandau,4.5,765,PRICE_LEVEL_MODERATE,True,True,True,False,True,2.798
Ristorante Verona,Italian,Spandau,4.3,1656,PRICE_LEVEL_MODERATE,True,False,True,False,False,2.798
Ristorante Fratelli,Italian,Spandau,4.6,587,PRICE_LEVEL_MODERATE,True,False,True,False,True,2.798
Ristorante La Tavernetta,Italian,Spandau,4.2,536,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,True,2.798
Il Vagabondo,Italian,Spandau,4.4,369,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,True,2.798
La cena,Italian,Spandau,4.6,282,PRICE_LEVEL_MODERATE,True,True,True,False,True,2.798
La Pausa,Italian,Spandau,4.4,196,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,False,2.798
DAILY PIZZA,Italian,Spandau,4.5,315,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,2.798
Restaurant TrattoriAdilloo,Italian,Spandau,4.7,223,NO_PRICE_DATA,True,False,True,True,True,2.798
Piazza Mare,Italian,Spandau,4.8,216,NO_PRICE_DATA,True,False,True,True,True,2.798
LIBA Pizzeria & Cafe,Italian,Spandau,5.0,155,NO_PRICE_DATA,True,True,True,False,True,2.798
La Familia,Italian,Spandau,4.3,638,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,2.798
Osteria Pizzeria Castelli Romani,Italian,Spandau,4.5,628,PRICE_LEVEL_MODERATE,True,False,True,False,True,2.798
Vereinsheim VfG „La Basilicata“,Italian,Spandau,4.5,49,NO_PRICE_DATA,True,False,True,True,False,2.798
Machiavelli Gatow,Italian,Spandau,4.6,185,PRICE_LEVEL_MODERATE,True,True,True,True,True,2.798
Ciao am See - Berlin Kladow,Italian,Spandau,4.2,45,NO_PRICE_DATA,True,True,True,True,True,2.798
Ruspina,Italian,Spandau,4.5,651,PRICE_LEVEL_MODERATE,True,False,True,True,True,2.798
Cappuccino,Italian,Spandau,4.4,1187,PRICE_LEVEL_MODERATE,True,True,True,True,True,2.798
La Riviera,Italian,Spandau,3.9,841,PRICE_LEVEL_MODERATE,True,True,True,True,True,2.798
Pizza Pasta Gatow,Italian,Spandau,4.5,218,NO_PRICE_DATA,True,True,True,True,True,2.798
Hafenrestaurant Da Peppe,Italian,Spandau,4.6,688,NO_PRICE_DATA,True,False,True,False,True,2.798
Tesoro Berlin,Italian,Spandau,4.7,95,NO_PRICE_DATA,True,True,True,False,True,2.798
TOTTI,Italian,Spandau,4.6,329,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,2.798
La Lupo,Italian,Spandau,4.9,53,NO_PRICE_DATA,True,True,True,True,False,2.798
Focolare Pizzeria Trattoria,Italian,Spandau,4.7,205,PRICE_LEVEL_MODERATE,True,False,True,True,True,2.798
La Perla - kein Lieferservice,Italian,Spandau,4.4,276,PRICE_LEVEL_MODERATE,True,False,True,True,True,2.798
Prima Luna,Italian,Spandau,4.0,159,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,2.798
Ital - Snack,Italian,Spandau,4.5,124,NO_PRICE_DATA,True,True,True,False,True,2.798
Havel Pizza,Italian,Spandau,4.8,543,PRICE_LEVEL_MODERATE,True,True,True,True,True,2.798
Ristorante La Marianna,Italian,Steglitz-Zehlendorf,4.6,1136,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.027
Trattoria A Posto - Steglitz,Italian,Steglitz-Zehlendorf,5.0,23,NO_PRICE_DATA,True,True,True,False,False,3.027
Osteria Doppio Passo,Italian,Steglitz-Zehlendorf,4.9,112,NO_PRICE_DATA,True,True,True,False,False,3.027
La Fattoria Berlin,Italian,Steglitz-Zehlendorf,4.4,589,PRICE_LEVEL_MODERATE,True,False,True,False,True,3.027
Casa Nostra,Italian,Steglitz-Zehlendorf,4.3,699,PRICE_LEVEL_MODERATE,True,False,True,False,True,3.027
Osteria Angelini,Italian,Steglitz-Zehlendorf,4.4,1024,PRICE_LEVEL_MODERATE,True,False,True,True,False,3.027
Ristorante Piazza Venezia,Italian,Steglitz-Zehlendorf,4.6,980,PRICE_LEVEL_MODERATE,True,False,True,True,False,3.027
La Piccola Perla,Italian,Steglitz-Zehlendorf,4.8,545,PRICE_LEVEL_MODERATE,True,False,True,False,False,3.027
A‘ marina,Italian,Steglitz-Zehlendorf,5.0,879,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,True,3.027
Mare e Monti,Italian,Steglitz-Zehlendorf,4.4,604,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.027
Restaurant Duo,Italian,Steglitz-Zehlendorf,4.7,391,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.027
Boccadoro bei Bellini,Italian,Steglitz-Zehlendorf,4.7,543,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.027
Trattoria Sicilia,Italian,Steglitz-Zehlendorf,4.5,379,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,True,3.027
Restaurants Nepomuk,Italian,Steglitz-Zehlendorf,4.7,304,PRICE_LEVEL_MODERATE,True,True,True,False,True,3.027
Trattoria Viktoria,Italian,Steglitz-Zehlendorf,4.7,91,NO_PRICE_DATA,True,True,True,False,True,3.027
La Montanara,Italian,Steglitz-Zehlendorf,4.3,1166,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.027
Pizzeria A Casa,Italian,Steglitz-Zehlendorf,4.9,152,NO_PRICE_DATA,True,True,True,False,True,3.027
Dal-Conte,Italian,Steglitz-Zehlendorf,4.3,659,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.027
osteria-tre-fratelli,Italian,Steglitz-Zehlendorf,4.7,253,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.027
Ristorante Al Dente,Italian,Steglitz-Zehlendorf,4.8,388,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.027
Made in Sud Berlin,Italian,Steglitz-Zehlendorf,4.7,229,PRICE_LEVEL_MODERATE,True,True,True,False,True,3.027
Trattoria Romana,Italian,Steglitz-Zehlendorf,4.4,1940,PRICE_LEVEL_MODERATE,True,False,True,False,True,3.027
Trattoria Toscana,Italian,Steglitz-Zehlendorf,4.4,2036,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.027
Osteria-del-sud,Italian,Steglitz-Zehlendorf,4.7,232,NO_PRICE_DATA,True,False,True,True,True,3.027
Boccadoro bei Bellini,Italian,Steglitz-Zehlendorf,4.8,100,NO_PRICE_DATA,True,False,True,True,True,3.027
Marinella,Italian,Steglitz-Zehlendorf,4.8,1016,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.027
Ristorante Fontana,Italian,Steglitz-Zehlendorf,4.6,798,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.027
Movida Ristorante Bar,Italian,Steglitz-Zehlendorf,4.8,62,NO_PRICE_DATA,True,False,True,False,False,3.027
Ristorante Fratelli,Italian,Steglitz-Zehlendorf,4.6,480,PRICE_LEVEL_MODERATE,True,False,True,False,True,3.027
Trattoria Il Giardino,Italian,Steglitz-Zehlendorf,4.6,115,NO_PRICE_DATA,True,True,True,True,True,3.027
Ristorante Matera,Italian,Steglitz-Zehlendorf,4.6,264,PRICE_LEVEL_MODERATE,True,True,True,False,False,3.027
Il Ponte,Italian,Steglitz-Zehlendorf,4.7,797,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.027
Trattoria Il Pomodorino,Italian,Steglitz-Zehlendorf,4.6,342,PRICE_LEVEL_MODERATE,True,False,True,False,True,3.027
Masseria da Rocco Berlin,Italian,Steglitz-Zehlendorf,4.5,655,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.027
Napolitano,Italian,Steglitz-Zehlendorf,4.9,119,NO_PRICE_DATA,True,True,True,False,True,3.027
Restaurant il Campo,Italian,Steglitz-Zehlendorf,4.8,426,PRICE_LEVEL_MODERATE,True,True,True,False,True,3.027
Carpe Diem,Italian,Steglitz-Zehlendorf,4.2,614,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.027
Tony's Pizzeria & Ristorante Berlin,Italian,Steglitz-Zehlendorf,4.5,699,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.027
Tiamo Restaurant,Italian,Steglitz-Zehlendorf,3.9,809,PRICE_LEVEL_MODERATE,True,True,True,False,True,3.027
Restaurant Rossosiena,Italian,Steglitz-Zehlendorf,4.7,500,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.027
Ristorante BELLUNO,Italian,Steglitz-Zehlendorf,4.8,131,NO_PRICE_DATA,True,False,True,False,True,3.027
VILLA MEDICI - Mario Veglia Berlin,Italian,Steglitz-Zehlendorf,4.6,547,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.027
Ristorante Ciao und Eiscafé / Sommergarten Wannsee,Italian,Steglitz-Zehlendorf,4.7,356,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.027
Trattoria Piazza Siciliana,Italian,Steglitz-Zehlendorf,4.5,645,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.027
König 19,Italian,Steglitz-Zehlendorf,4.7,415,NO_PRICE_DATA,True,False,True,True,True,3.027
Ristorante Salina,Italian,Steglitz-Zehlendorf,4.6,162,PRICE_LEVEL_MODERATE,True,True,True,False,False,3.027
Gusti e Sapori,Italian,Steglitz-Zehlendorf,4.8,153,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.027
Il Cardellino,Italian,Steglitz-Zehlendorf,4.3,255,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,3.027
Pizza Restaurant Siciliana,Italian,Steglitz-Zehlendorf,4.2,492,PRICE_LEVEL_MODERATE,True,True,True,True,False,3.027
Trattoria Da Remo 2,Italian,Steglitz-Zehlendorf,4.7,488,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.027
Restaurante Si Berlin,Italian,Steglitz-Zehlendorf,4.5,310,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,3.027
Note del Gusto,Italian,Steglitz-Zehlendorf,4.9,53,NO_PRICE_DATA,True,True,True,False,True,3.027
Nuovo Paladino,Italian,Steglitz-Zehlendorf,4.6,320,PRICE_LEVEL_MODERATE,True,True,True,True,False,3.027
Il Mulino,Italian,Steglitz-Zehlendorf,4.5,737,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.027
Il Grano,Italian,Steglitz-Zehlendorf,4.6,470,PRICE_LEVEL_MODERATE,True,True,True,False,True,3.027
Trattoria Lugana,Italian,Steglitz-Zehlendorf,4.6,623,PRICE_LEVEL_MODERATE,True,False,True,False,True,3.027
La Smorfia Pizzeria Napoletana,Italian,Steglitz-Zehlendorf,4.9,443,NO_PRICE_DATA,True,True,True,False,True,3.027
Trattoria Toscana Teltow,Italian,Steglitz-Zehlendorf,4.8,3195,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.027
Ristobar Sessantasei,Italian,Steglitz-Zehlendorf,4.8,240,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.027
Restaurant Boccacelli am Winterfeldtplatz Berlin,Italian,Tempelhof-Schöneberg,4.7,2146,PRICE_LEVEL_MODERATE,True,True,True,True,False,6.708
Nonna Anna - Un gusto etrusco,Italian,Tempelhof-Schöneberg,4.8,51,NO_PRICE_DATA,True,True,True,True,False,6.708
Osteria Ribaltone,Italian,Tempelhof-Schöneberg,4.5,1143,PRICE_LEVEL_MODERATE,True,False,True,True,False,6.708
Trattoria Perla Jonica,Italian,Tempelhof-Schöneberg,4.5,599,PRICE_LEVEL_MODERATE,True,True,True,False,False,6.708
Restaurant Winterfeld,Italian,Tempelhof-Schöneberg,4.5,1296,PRICE_LEVEL_MODERATE,True,True,True,True,False,6.708
Villa Franca Berlin,Italian,Tempelhof-Schöneberg,4.7,361,NO_PRICE_DATA,True,True,True,True,True,6.708
Lagalante,Italian,Tempelhof-Schöneberg,4.6,433,NO_PRICE_DATA,True,True,True,True,True,6.708
Trattoria a muntagnola,Italian,Tempelhof-Schöneberg,4.2,1241,PRICE_LEVEL_MODERATE,True,True,True,True,True,6.708
Trattoria Da Lucia,Italian,Tempelhof-Schöneberg,4.4,853,PRICE_LEVEL_MODERATE,True,False,True,False,False,6.708
Salumeria da Nino,Italian,Tempelhof-Schöneberg,4.7,259,PRICE_LEVEL_MODERATE,True,False,True,False,False,6.708
Malafemmena,Italian,Tempelhof-Schöneberg,4.4,3956,PRICE_LEVEL_MODERATE,True,True,True,True,True,6.708
I Due Emigranti,Italian,Tempelhof-Schöneberg,4.6,795,PRICE_LEVEL_MODERATE,True,True,True,True,False,6.708
D Angelo,Italian,Tempelhof-Schöneberg,4.7,193,NO_PRICE_DATA,True,False,True,False,False,6.708
"Trattoria Pizzeria ""Punto e Virgola""",Italian,Tempelhof-Schöneberg,4.3,598,PRICE_LEVEL_MODERATE,True,True,True,True,True,6.708
Trattoria Fellini,Italian,Tempelhof-Schöneberg,4.4,465,PRICE_LEVEL_MODERATE,True,True,True,True,False,6.708
Roma dal 1965,Italian,Tempelhof-Schöneberg,4.3,736,PRICE_LEVEL_MODERATE,True,False,True,True,False,6.708
Bella Italia,Italian,Tempelhof-Schöneberg,4.1,415,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,False,6.708
Trattoria AMI,Italian,Tempelhof-Schöneberg,4.9,43,NO_PRICE_DATA,True,True,True,False,False,6.708
Nuova Mirabella,Italian,Tempelhof-Schöneberg,4.5,1084,PRICE_LEVEL_MODERATE,True,False,True,False,True,6.708
Antico Nuovo,Italian,Tempelhof-Schöneberg,4.4,138,NO_PRICE_DATA,True,True,True,False,False,6.708
Pizzeria Trattoria Café LuNa,Italian,Tempelhof-Schöneberg,4.3,795,PRICE_LEVEL_MODERATE,True,True,True,False,False,6.708
Pizza Uno Pasta 2,Italian,Tempelhof-Schöneberg,4.8,20,NO_PRICE_DATA,True,True,True,False,False,6.708
Trattoria Toscana,Italian,Tempelhof-Schöneberg,4.2,1949,PRICE_LEVEL_MODERATE,True,True,True,True,True,6.708
Trattoria da Nicoletta Ristorante,Italian,Tempelhof-Schöneberg,4.5,86,NO_PRICE_DATA,True,True,True,False,False,6.708
Ristorante Café Aroma,Italian,Tempelhof-Schöneberg,4.3,461,PRICE_LEVEL_MODERATE,True,True,True,False,False,6.708
Lauretta,Italian,Tempelhof-Schöneberg,4.5,487,PRICE_LEVEL_MODERATE,True,True,True,True,True,6.708
Trattoria del Corso,Italian,Tempelhof-Schöneberg,4.5,2386,PRICE_LEVEL_MODERATE,True,False,True,False,False,6.708
La Pizzetta,Italian,Tempelhof-Schöneberg,4.5,251,PRICE_LEVEL_MODERATE,True,True,True,False,False,6.708
I Moirtifami,Italian,Tempelhof-Schöneberg,4.7,405,PRICE_LEVEL_MODERATE,True,False,True,False,False,6.708
Aperitivo Café,Italian,Tempelhof-Schöneberg,4.9,254,NO_PRICE_DATA,True,False,True,False,True,6.708
Brigantino,Italian,Tempelhof-Schöneberg,4.7,301,PRICE_LEVEL_MODERATE,True,False,True,False,False,6.708
Mario,Italian,Tempelhof-Schöneberg,4.8,308,PRICE_LEVEL_MODERATE,True,False,True,False,True,6.708
Corso Toscana,Italian,Tempelhof-Schöneberg,4.5,333,PRICE_LEVEL_MODERATE,True,False,True,False,False,6.708
Cantamaggio,Italian,Tempelhof-Schöneberg,4.9,51,NO_PRICE_DATA,True,False,True,True,True,6.708
Mulkiano Pizza Pasta,Italian,Tempelhof-Schöneberg,4.7,263,NO_PRICE_DATA,True,True,True,False,False,6.708
Mangiare Berlin Schöneberg,Italian,Tempelhof-Schöneberg,4.8,15,NO_PRICE_DATA,True,True,True,False,False,6.708
Casa Nuova,Italian,Tempelhof-Schöneberg,4.6,706,PRICE_LEVEL_MODERATE,True,True,True,True,False,6.708
Ripieno,Italian,Tempelhof-Schöneberg,4.5,573,NO_PRICE_DATA,True,False,True,False,True,6.708
Osteria L' Isola,Italian,Tempelhof-Schöneberg,4.9,181,PRICE_LEVEL_MODERATE,True,False,True,True,False,6.708
Trattoria Morea Berlin,Italian,Tempelhof-Schöneberg,4.8,225,NO_PRICE_DATA,True,True,True,False,False,6.708
Ristorante Centro Sud,Italian,Tempelhof-Schöneberg,4.3,342,PRICE_LEVEL_MODERATE,True,True,True,True,False,6.708
Prometeo Authentic Pizza,Italian,Tempelhof-Schöneberg,4.6,1993,PRICE_LEVEL_MODERATE,True,True,True,True,False,6.708
Ristorante La Piccola Cantina,Italian,Tempelhof-Schöneberg,4.8,687,PRICE_LEVEL_MODERATE,True,True,True,False,True,6.708
